Location,Country,Temperature,CO2Emissions ,SeaLevelRise ,Precipitation ,Humidity ,Windspeed 
Royside,Guyana,8.99242,381.53806,0.84418166,50.234303,17.819578,19.244265
Ronaldmouth,China,21.890888,389.3557,-1.1670448,79.23386,70.284615,40.564945
Port Martin,Madagascar,12.463548,495.4279,0.20093334,4.431685,41.421375,41.764248
Stevenhaven,Iran,14.618413,396.51428,-0.862676,53.373432,26.142433,4.460173
Lake Ashley,Montenegro,15.900638,442.0977,-0.747172,80.45127,0.44869193,25.193907
West Jonathan,Sudan,20.615812,352.06442,-0.3414491,48.99798,24.825794,17.603455
Danielland,Heard Island and McDonald Islands,11.529241,410.2305,0.40084052,79.19326,35.993355,4.5603747
East Jillbury,Seychelles,11.986344,390.0178,0.6130651,14.314966,85.9086,15.361499
Bowenshire,Qatar,14.394901,372.4917,1.5212301,92.44895,96.59277,28.112503
Port Georgemouth,Oman,14.978911,370.378,-1.3320026,54.19059,41.157074,12.218209
West William,Vanuatu,9.074844,366.61618,0.803967,12.630698,10.198093,19.291874
Port Julieberg,Zimbabwe,16.049414,409.99777,-1.4239968,52.591778,62.274185,1.9671704
Smithmouth,Serbia,10.191762,380.49377,0.66053337,67.9497,51.257877,42.00375
West Donaldland,Aruba,16.109797,300.3987,2.3114595,67.69028,77.36966,40.54308
South Joel,Ghana,10.719796,430.29395,0.07298418,71.153694,44.91427,49.75845
North Douglasfurt,Gabon,17.59105,409.23892,0.94172025,41.637783,64.73737,47.220345
West John,Belize,22.835619,464.67606,1.7296432,58.337982,9.917433,6.2772326
South Kimberly,Turkey,12.506594,316.86563,1.2785827,9.127379,73.08114,19.539135
New Kristen,Gibraltar,11.990013,372.98575,-0.78323007,29.208963,78.781876,17.155529
East Tiffanyborough,Morocco,14.64394,350.53772,-0.22363694,93.76021,15.803255,35.485466
Keithburgh,Sudan,12.908225,404.36215,-0.52517164,66.79157,56.359444,47.913803
Shepardview,South Africa,9.9664345,449.5066,-0.11656878,93.580315,17.320822,49.929165
Simmonsstad,Nepal,13.352776,357.9476,-0.002719572,37.20383,16.688387,25.430758
Lake William,Congo,14.005689,387.67422,0.84254616,6.4784007,61.057026,45.124817
West Michael,Saint Lucia,19.93815,419.51642,-1.3114878,27.399797,55.004734,20.80493
Millerland,Swaziland,11.936647,461.98578,1.432518,75.32433,17.217916,20.353313
Hernandezborough,Belize,13.404214,478.1465,-0.4284667,59.398304,43.80258,22.435637
Ericfort,Senegal,16.865181,362.21863,0.12394572,80.7912,24.746319,33.723736
Riosberg,Seychelles,10.407263,457.83246,-0.72952956,87.65276,95.23899,16.106691
Walkerberg,Chile,11.441446,397.58188,-1.2459358,73.72392,29.35506,5.586246
Anthonyside,Liberia,14.285059,449.23328,0.9754598,88.86061,59.63983,42.135014
Port Tonyamouth,India,13.81974,370.27496,0.018518167,15.817715,83.80961,1.7257761
South Erikmouth,Latvia,13.787352,449.20493,-0.0626965,96.080765,59.388813,10.7858095
West Philip,Hong Kong,7.897035,441.4915,1.0017639,28.297018,96.23719,0.92910194
Tiffanymouth,Ireland,10.71274,407.52338,-0.69289565,85.34564,19.904823,35.011585
Mendezfurt,Finland,16.740461,438.72284,-0.78965557,51.340874,48.81928,10.2995615
Cummingstown,Somalia,10.432876,458.9339,0.44109586,81.156654,52.922573,22.331076
East Jonathanmouth,Vanuatu,16.604004,436.9982,-0.7410533,6.317825,34.320145,5.5081964
Robertburgh,French Southern Territories,19.107199,398.39987,-0.28741655,48.475624,28.486664,10.612915
Lake Karenstad,Aruba,14.654302,488.40726,0.9920331,91.89545,24.8157,27.1331
Robertburgh,Uzbekistan,17.740026,404.23062,1.2189099,95.13815,81.75299,16.978834
North Jessicaview,Libyan Arab Jamahiriya,24.81183,320.4738,-0.6353996,70.11958,37.376972,17.426163
Jacobhaven,Russian Federation,10.03196,346.1617,1.1855739,86.42946,23.372137,44.554115
East Kelly,Iran,7.8294578,376.71756,0.72951555,24.4979,43.805653,15.272055
West Michael,Rwanda,12.251738,455.42456,0.39731497,95.80353,87.41625,43.591766
North Michael,Singapore,18.786003,320.96027,-0.03434027,76.420845,55.258484,45.56003
Amymouth,Dominica,17.492212,399.07098,-0.09232204,42.63141,0.066072345,4.4279613
Alanbury,Gambia,0.2232684,359.6626,0.7375786,38.641403,86.28366,35.029484
South Margarettown,Jordan,22.774199,426.11047,-0.116236515,10.376991,52.82091,17.92978
New Sarahstad,Montserrat,13.586256,363.90845,0.41325697,80.43171,98.89486,25.459404
Larrymouth,Comoros,12.753142,360.16336,-1.5646518,23.147297,1.0265027,47.463184
New Alexshire,Burundi,11.837662,440.42346,0.27055097,72.15277,16.877281,18.145758
Higginsfort,Palestinian Territory,10.469334,366.40518,-0.8854397,29.1184,81.984085,16.667397
Hollowaymouth,Svalbard & Jan Mayen Islands,12.865344,405.2169,0.35966903,23.294601,8.958138,7.891616
Harveystad,Niue,12.609015,492.00674,0.42107838,85.66265,57.689526,21.260687
South Pamela,Uganda,20.402351,455.86667,-1.0706154,85.59506,25.489609,5.2210255
Lake Jasminehaven,Zimbabwe,21.223322,458.75757,2.7172883,26.379932,63.30189,38.450684
Dayville,Tonga,16.137417,406.85352,-2.400343,75.150894,4.0373373,8.538095
Port Melissafurt,Senegal,22.631853,438.6218,-2.4194212,37.850323,53.49943,11.005118
Carlsonburgh,Saint Kitts and Nevis,12.572932,312.72153,-0.19715388,38.299393,77.22441,9.087539
South Maria,Rwanda,11.917792,403.77386,0.29984167,5.580839,64.08323,47.44763
Kevinshire,New Zealand,11.070582,442.5098,0.21069561,89.60322,16.566612,13.769639
Juanfurt,Germany,13.44126,448.35577,0.71589386,24.657965,98.93315,31.498035
New Jeremy,Pakistan,15.716217,407.0452,0.9386435,64.74888,86.91432,12.565367
Lake Ashley,Malta,10.504182,454.0168,0.78060454,72.83326,31.33404,47.30331
North Christina,Mayotte,9.548254,423.39926,-1.2988138,21.223158,1.9719304,33.27238
South Kelliburgh,Turkmenistan,18.026096,413.07327,-1.552686,18.037718,49.64696,2.0333536
East Daniel,Brunei Darussalam,18.71474,407.4771,1.1915878,91.59696,71.75236,34.15525
North Kathleenland,Latvia,13.774226,382.53018,-0.8323191,66.840866,16.648415,22.596457
South Jenniferborough,Costa Rica,12.087223,396.92093,1.4179056,46.279507,75.522446,30.106804
South Miguelborough,Gambia,19.663612,419.6168,-2.0237114,28.302883,76.4821,14.91937
Wilsonberg,Togo,18.171242,411.46234,-0.74883425,46.163525,98.82772,19.012451
New Victoriafurt,Mauritius,10.078757,420.34354,-0.40041152,14.616231,77.99811,32.54198
New Jackmouth,Pakistan,9.504281,299.6979,-0.84755945,84.3586,6.333116,38.311005
North Robertport,Myanmar,25.566387,379.57632,1.3493116,24.360123,74.417885,10.454215
South Thomas,Bosnia and Herzegovina,14.326295,416.17337,-0.4525559,28.038315,48.259846,18.825348
West Brian,Togo,20.119123,397.36606,-3.1120114,45.58779,64.41633,10.502919
South Laurenborough,Ethiopia,26.678064,410.47348,-0.23572609,79.467026,55.94935,23.77052
Martinfort,France,4.4740343,432.74393,0.7431696,18.022179,74.13002,4.161895
Port Dawn,Netherlands,21.086718,330.5304,-1.0896981,58.052616,31.651743,29.527605
Michelleland,Nigeria,15.464021,337.38684,-1.7093753,88.244156,45.575115,24.15916
New Michaelbury,Taiwan,12.532516,486.53415,-1.4270992,98.714584,26.818768,12.139888
North Kevinport,Gambia,14.689006,474.88657,-0.001567986,63.462486,42.42118,16.23227
South Autumn,Paraguay,10.268849,450.40433,-0.064781696,81.37548,38.14753,38.42498
Lopezside,Bangladesh,12.630652,389.24924,1.1924391,71.39704,58.280525,16.99065
Nathanielchester,Korea,10.85934,389.17972,-1.4350731,5.508582,71.29561,2.9985614
Port Joel,Myanmar,11.161303,339.2687,-3.0134728,51.406467,67.80361,26.28388
Turnerburgh,United Kingdom,12.404116,351.623,0.3910327,72.52231,24.43628,27.950232
East Jeffery,Georgia,12.032326,412.10254,0.75902116,8.86751,51.830105,45.657814
Annamouth,United States Minor Outlying Islands,12.504643,448.69513,0.49939808,54.585365,5.69178,0.083416
Hartland,Honduras,15.997675,463.48914,-0.94888204,67.01809,86.83022,20.103123
Kellymouth,Slovakia (Slovak Republic),24.481836,383.0937,-1.0287578,0.32861608,15.613062,39.68759
East Jeffrey,Namibia,14.256895,388.11133,0.38863385,28.042068,89.68668,48.34585
North Christinaport,Nicaragua,13.324942,495.67816,1.0285267,3.3193781,19.612885,41.996475
Lake Josephton,El Salvador,13.417769,429.2989,-1.736182,35.496952,90.00145,18.881409
Bentleyborough,French Guiana,12.75022,255.24565,0.21716435,24.478077,14.525683,35.219902
Salinasburgh,Netherlands,14.875958,377.74008,-0.013245877,98.391525,17.936255,13.459197
South Jacob,India,13.756413,428.59055,-1.0686537,29.921225,62.646057,5.1039805
Barronbury,Bouvet Island (Bouvetoya),11.543728,394.8725,-0.5458948,55.66805,74.8388,18.944864
Maldonadostad,Botswana,12.814836,372.9861,0.12510325,79.29168,30.080574,16.135233
Colonfort,Mali,17.791334,480.35587,-0.29967797,74.12889,77.48438,48.19146
Comptonberg,Russian Federation,17.825224,327.38214,0.012808501,43.836044,70.316635,5.9614115
Mendozafort,Romania,10.659834,400.0185,0.50165635,97.00012,28.716673,27.602493
Jameschester,Zambia,15.199316,460.83008,-0.39580393,66.46234,9.081828,14.811594
Lake April,Wallis and Futuna,1.2111279,431.2872,-2.2448926,38.012432,75.739204,49.70969
New Russell,Wallis and Futuna,14.948823,394.4879,-0.6329721,0.6048616,58.85137,16.339605
North Heatherfurt,Spain,7.547127,374.0075,-1.3101777,60.216087,68.620766,11.564282
Williamsfort,Latvia,17.57526,391.11154,1.6693212,22.21381,60.18427,18.684135
Cookberg,Czech Republic,10.224388,394.8716,1.1474892,27.255522,12.314967,6.0100403
West Josephview,Vanuatu,16.029474,445.68967,-1.1813276,39.569702,35.97873,20.99286
North Melissaville,Brazil,21.43305,437.83978,0.8608202,58.70443,23.988712,25.103857
Tammyburgh,Turkmenistan,18.251669,459.25323,1.8573118,95.16811,23.378849,29.499071
Lake Cynthiaburgh,Haiti,16.097376,453.62656,0.702745,59.470932,17.15369,38.293304
Fowlerhaven,Antigua and Barbuda,3.5223072,414.82025,1.1694936,74.52462,64.035904,4.86995
Lunaland,Hong Kong,9.261065,511.20966,-0.43086165,77.16008,2.7263117,15.990068
Gutierrezborough,Malawi,16.797626,424.13873,0.3622244,44.937733,69.83237,14.823623
North Morganchester,Comoros,7.011945,398.2933,0.21918365,75.47785,77.93686,22.13517
Sanchezfort,Russian Federation,14.802971,375.99506,-0.7844653,31.219412,69.34792,34.73546
West Julie,Barbados,18.961792,440.20288,-1.0909996,67.87111,10.684246,3.822492
East Robynfort,Bahrain,14.759602,333.27826,-1.58851,23.903353,85.49233,33.34764
South Christopher,Malta,12.464636,396.26025,0.6732787,11.189721,17.783363,5.3314357
East Davidton,Ukraine,27.373205,315.4652,-0.805792,85.24659,1.4269648,43.42033
Damonmouth,Zambia,9.106467,377.90442,-1.2929134,90.287094,0.6033701,19.563747
Millerburgh,Guatemala,16.635836,422.36404,-2.2016294,24.543535,35.067734,15.324471
Friedmanton,Tanzania,11.005091,359.17963,-1.3961626,32.85777,76.524315,27.02875
South Joseph,Malta,14.025432,410.99643,0.08796413,4.590622,19.815998,0.7386159
East Jesse,Guadeloupe,12.7174425,327.09845,-0.75546974,66.670815,43.587616,24.116253
Mcmillanport,Angola,4.8702755,434.53357,0.1567607,81.86648,33.10719,16.121563
Coleshire,Slovakia (Slovak Republic),23.053158,380.8802,0.5557125,89.20074,42.496372,6.577136
South Carrieberg,Dominican Republic,12.712452,466.1808,-0.15025486,17.76242,15.211943,35.37535
Jenniferville,Switzerland,10.628814,354.96805,-0.5576429,67.601944,21.53239,15.664783
North Allen,Morocco,13.137564,434.75064,-0.73376054,76.52076,39.811577,29.26732
South Lisa,Monaco,9.1561775,349.79776,0.67145324,81.75932,35.731354,17.311522
Michaelview,Nauru,12.541965,373.25793,0.08604674,56.865795,17.36612,46.03873
Willisfort,Guyana,12.730823,412.02948,-0.5472402,23.109045,73.9062,45.49113
East Williehaven,Myanmar,21.608912,390.33902,-0.05296691,98.87151,69.99301,43.820583
South Melissa,Turkmenistan,22.03639,316.84753,-1.0226353,29.614897,86.048836,31.029705
Doughertyshire,Guam,15.96893,394.8153,0.2265745,56.265038,23.34463,11.409122
Carolburgh,Syrian Arab Republic,16.053854,471.28137,1.1504742,14.776067,54.974133,49.96446
East Emily,Congo,10.4324875,413.61282,-1.3568836,10.912542,32.817448,13.423482
South Heather,Montenegro,4.901907,519.5034,-1.2589937,4.227674,39.682217,26.977556
West Matthewfurt,Mexico,12.568056,452.87268,-0.050367028,38.23998,93.01085,11.066396
Hamptonport,Aruba,16.579664,334.62247,-0.12713951,77.739174,78.18671,11.601267
Lake William,Jersey,3.7969825,492.08463,0.029539727,34.340183,76.42421,30.345558
Colinland,Equatorial Guinea,21.626165,339.62543,0.4434488,31.37726,7.8481765,0.09875375
Lindaport,Somalia,9.335535,398.1056,0.7118513,40.971264,37.158234,14.76367
North Kevin,Tanzania,12.784295,462.79346,0.21260574,59.6583,91.81015,24.969952
Calvinport,Mongolia,14.483542,413.3565,0.33569604,71.70908,40.69704,1.5038286
Garrettmouth,Estonia,11.66938,434.73654,1.6450162,43.197742,17.543562,15.371628
Lopezshire,Bangladesh,13.459075,408.94434,-0.1747163,92.23237,3.8780177,28.154814
North Patricia,Montserrat,11.084861,452.2315,-0.46707186,22.546173,75.71398,36.4368
North Jamestown,Thailand,5.5144467,412.0412,0.046019714,24.102503,55.052742,14.163127
New Jessicaland,Bhutan,10.928369,449.38736,1.1775372,97.17296,53.37392,25.48035
East Megan,Netherlands Antilles,13.520442,458.7615,1.1447333,77.35646,84.194,49.535793
Carterburgh,Belgium,12.429475,406.26398,0.7610408,93.034584,97.72076,43.531044
Lake Jasmine,Togo,19.347616,449.6144,-0.51991206,72.4612,21.94732,8.507
North Evelyn,Albania,12.683515,493.15234,1.0582812,81.94949,16.057928,24.970856
East Jasonland,Eritrea,12.270605,366.39322,-0.9504587,30.10027,83.452225,24.007822
Watkinsfurt,Hong Kong,12.760007,458.41263,-0.7305991,2.1118398,2.6601992,11.799812
South Jonathanberg,Kenya,16.487112,406.10257,-0.15872632,3.8796892,77.27256,16.709045
Juarezview,Anguilla,12.891106,376.2102,0.3217251,49.689007,35.341827,38.505997
South Judychester,Guadeloupe,15.756369,418.54968,0.9005992,81.096725,7.426727,12.733185
New Leroy,Christmas Island,17.51933,419.69046,-0.74941844,88.835266,58.164894,39.074333
Lake Laura,Poland,25.800043,268.9986,0.73262,7.2179136,28.615408,47.86898
North Thomas,Latvia,22.02736,426.6492,1.4594594,44.305553,77.54873,49.765656
Lake Melissatown,Malawi,15.860366,341.38086,-0.48360997,23.879955,25.736639,24.761637
Mcdowellville,Greenland,10.990995,390.17203,-0.6373674,68.46588,98.842995,11.468256
Kellymouth,Kazakhstan,9.372063,291.63995,-0.1370075,38.964054,50.41779,34.563316
East Denisehaven,Lesotho,8.893681,390.6537,0.058086947,31.734465,2.6144507,0.27956852
Port Stephen,Bhutan,8.06456,413.54935,-2.2000124,2.3518639,26.71043,21.90452
Port Coreyside,Cyprus,25.179724,414.33502,1.1278547,52.6556,33.69622,2.861253
Robertschester,Swaziland,13.375872,368.07858,0.024494356,28.179335,13.035009,39.927586
Oneillburgh,Nicaragua,14.733715,417.3347,-0.12431871,68.20522,4.4468265,5.1732974
South Courtneymouth,Dominica,17.26596,422.56415,-0.7333591,9.6910715,24.504436,43.712555
East Ryan,Iraq,14.125202,434.10098,0.24635163,21.914696,95.53037,35.743164
East Sydney,Hong Kong,13.340818,396.6193,0.901205,10.497445,55.29567,29.532331
South Jakeside,Latvia,13.662933,434.46106,-0.008030872,28.88684,22.202103,40.567062
Hermanton,Czech Republic,21.989275,438.61325,1.0414622,51.665337,95.85357,30.58116
Williamsland,Slovakia (Slovak Republic),19.439533,390.61078,2.072101,94.271126,1.767701,16.221771
Brandonborough,Sweden,17.919714,418.57693,-1.2482543,51.65105,9.738309,11.511754
South Kristen,Saint Barthelemy,15.370425,410.6042,0.71665144,96.32501,84.33951,24.985662
Danielside,Czech Republic,19.355467,467.31808,-0.4920495,28.68441,43.95371,31.913673
Bonillastad,Niger,19.299902,441.254,0.11994656,68.34672,25.871569,24.335016
West Susan,Saint Helena,6.990998,381.74258,-0.12523435,1.4121242,28.063137,23.45831
North Michellechester,Seychelles,11.838141,370.42294,0.03697642,66.14709,54.060444,13.141922
Brandonfort,Isle of Man,9.196495,423.06842,0.13675135,37.867237,98.09438,11.830454
Thomasbury,French Southern Territories,10.821388,405.52505,2.068688,83.1974,39.10873,37.269314
Collierhaven,Gabon,11.751187,423.22794,0.045767087,69.484856,40.238228,30.134998
Marksbury,Norway,12.05331,408.37997,-0.06732854,72.67133,71.29679,47.372383
South Mariaville,Congo,13.4063015,397.1935,-0.6919512,17.877523,83.52565,15.150457
Mooremouth,Lithuania,15.398847,404.669,-1.252743,32.52362,67.42231,42.297997
Cindytown,Pitcairn Islands,12.672664,406.95312,-0.6893138,8.712186,8.283449,9.490352
South Abigail,Fiji,19.672832,409.4186,0.10078706,58.489613,87.82177,48.3465
Stacyton,Mayotte,19.070198,463.16577,0.21286716,66.82842,33.79489,44.929337
Samanthashire,Oman,20.068333,418.33453,-0.41064742,60.173256,42.872005,33.188984
Marcushaven,Belize,17.403074,461.47534,-1.1146119,1.3898036,69.220985,25.214367
Deborahtown,Niger,14.905238,324.13702,-0.18638161,72.330986,84.670135,38.215584
East Seanburgh,Turkey,20.547396,443.75113,-0.32163492,82.97691,5.778074,32.21587
East Debrafurt,Turks and Caicos Islands,22.325178,304.78098,1.4644967,16.90375,80.74717,7.089469
Kristenhaven,Australia,11.137099,373.03525,-0.4974961,41.38198,84.04434,1.5145507
Comptonshire,New Zealand,18.070509,320.66168,-2.227603,61.761986,80.153465,48.306057
South Margaretberg,Pakistan,17.916416,423.62823,-0.05116351,50.809982,23.365198,29.793861
Powellmouth,Cook Islands,20.093956,327.6612,0.042045403,87.32441,78.611725,12.555831
Turnerton,Argentina,17.644663,392.42276,-1.8843708,12.802846,92.67874,16.60673
West Emma,New Caledonia,12.839728,397.03363,0.8410656,61.29734,20.59574,26.455343
North Christopherville,Anguilla,20.713408,457.68967,-0.013300811,67.55155,51.885307,30.061172
Rickyhaven,Netherlands,11.870673,392.5659,-0.7872359,71.7403,60.266914,46.499966
West Edwin,Haiti,12.79241,369.62256,-0.46199062,81.008354,96.101074,5.9228115
West Kathrynstad,Guinea-Bissau,16.544758,343.5127,2.1160352,55.415073,36.49567,27.74933
Timothyton,Qatar,22.757456,283.805,1.8369339,89.64827,47.29823,47.328762
Port Curtis,Chile,22.221834,486.4652,0.6979667,87.2576,16.818743,49.41028
Lake Marialand,Sierra Leone,10.759834,396.55594,-1.1551257,75.12697,61.45436,35.34914
Curtisborough,Russian Federation,14.277494,342.91818,-1.4616493,26.781363,83.043816,18.064758
Zacharyborough,Slovakia (Slovak Republic),10.940145,392.7504,0.06297646,72.08946,84.72799,28.159088
Suttonland,Angola,11.760651,410.14236,-0.85155535,44.653217,96.923775,22.451044
Martinmouth,Brazil,8.324294,385.89456,0.32507643,53.074547,18.72443,48.516537
Newtonborough,Cook Islands,18.615084,364.23294,-0.644747,12.508759,57.643887,11.371301
West Robertfurt,Chad,9.320573,351.24844,-0.6541705,71.25189,54.360977,45.608345
East Jonathantown,Suriname,16.627932,498.18503,0.5659708,19.346485,38.96435,38.78072
Schneiderport,Namibia,10.575094,387.7467,-0.15520938,30.316319,56.631916,18.625721
Lake Kelsey,Thailand,16.698431,445.87115,-1.1487397,68.38123,73.62761,39.485992
Richardmouth,Guinea,17.705122,462.51743,0.4278713,83.18482,11.872776,6.4999514
New Mark,Hungary,11.602547,418.68137,0.12952632,43.77841,96.29643,49.634422
Stevenburgh,Myanmar,10.922803,457.34323,0.1835877,53.811996,1.9243613,6.5590916
West Melissamouth,Iraq,11.452167,537.881,-1.8449725,1.4144324,80.90325,4.165195
Kimberlytown,Guinea-Bissau,16.65449,408.9589,-1.0720576,80.72931,99.451324,40.680267
Jamesborough,Christmas Island,8.449431,330.49857,-0.23932283,48.827377,39.78004,18.012014
Port Henrychester,Sudan,20.418718,432.27243,0.06980378,64.340866,39.10812,45.396465
Melindatown,Serbia,7.44724,462.51028,-0.21777788,99.868385,95.56794,16.007893
South Edward,Slovenia,17.213127,339.82532,0.7445574,51.258747,78.17891,32.344307
North Ashleytown,Czech Republic,15.916783,354.52145,-0.08009255,70.06896,56.957882,15.171869
Lake Janeshire,Turkmenistan,2.0917642,388.46048,-0.35563895,86.68568,83.32891,4.792826
Port Bryanbury,Australia,14.789645,385.4585,-0.64818305,19.234367,43.04593,23.351425
Port Lucasport,New Caledonia,15.367376,418.92062,-0.22359182,46.186684,7.433603,21.558746
Blackburnhaven,Sudan,13.0818,446.56354,-0.63098234,12.820314,43.34954,25.87257
West Heatherland,Armenia,10.049097,337.68356,-0.19464648,0.29904386,71.82872,32.27582
Angelastad,Bulgaria,21.745573,311.2767,0.24031323,85.43654,97.17118,19.198267
Kingmouth,Cote d'Ivoire,14.808574,364.89536,0.810144,8.697215,29.289324,45.567333
North Alexamouth,Samoa,13.975437,398.958,1.5803627,63.519295,74.30158,9.833818
Robertborough,Liberia,9.671689,347.1737,-0.8361047,53.325924,93.835464,20.957726
West Justinmouth,Netherlands Antilles,16.26519,454.74756,-0.81713307,20.354534,36.28507,6.4976854
Anitaborough,Egypt,15.116859,337.36258,-0.2718912,87.00134,11.434246,34.042316
Lake Caitlin,Tajikistan,14.643303,257.13785,-1.3783733,97.027534,54.60351,11.34132
New Karenburgh,French Guiana,14.845503,329.28195,0.6639152,16.563105,37.238018,46.644066
Patriciaborough,Austria,21.851067,352.4741,-0.8218686,89.3379,15.719598,29.528774
Gracehaven,Belarus,15.927661,385.7882,0.07707111,32.769184,80.00067,35.434532
Gomezbury,Ukraine,14.541449,373.37616,-0.14099428,83.93795,20.754808,9.298413
East Kimberlyside,Suriname,17.403303,390.0029,-0.14498325,97.79563,81.30491,1.4179629
East Kayla,Brunei Darussalam,8.974862,499.52484,-0.13572447,93.71024,45.676537,46.96423
South Bryan,Saint Pierre and Miquelon,17.98292,489.59805,-0.29895386,82.21244,72.89261,24.683006
Port Williamland,Cape Verde,17.345676,447.03128,0.13901113,80.39728,24.94757,30.859612
Bruceview,Lao People's Democratic Republic,8.762043,405.61572,-0.94882125,83.50534,44.98369,42.954952
Port Jeremyport,Croatia,23.13474,326.87094,0.5901969,34.15577,4.1315775,48.105724
Rodriguezmouth,Samoa,11.271321,417.58536,-0.5844815,6.1528378,33.62468,16.141254
Kellyshire,Burundi,18.55221,470.0841,1.6502963,77.16994,39.11971,33.29662
Bradleyport,Niger,33.976955,370.00952,-1.1731259,53.160034,47.79892,16.57178
North Kyle,Venezuela,11.953531,441.00476,0.68700784,64.729836,62.70565,14.95253
Lake Megan,Seychelles,14.366659,404.01102,-0.51034296,81.87883,63.408722,22.96289
Port John,Andorra,18.917591,348.3774,0.46320128,89.12977,56.774,9.732577
Kristibury,Macao,13.233754,415.8529,0.24660975,90.90748,85.9698,47.951622
Josephton,Tokelau,13.434657,446.20514,-0.62741077,40.706326,60.253483,3.152206
Shelbystad,Guinea-Bissau,19.612305,394.20547,0.53971314,86.95754,26.28441,11.018751
Christopherfort,Malaysia,11.416361,353.95377,-0.6461831,66.59622,71.03358,43.83115
Port Timothy,French Guiana,14.642943,401.44135,-1.5633972,22.237043,0.23376219,44.819347
Lewisville,Georgia,13.931001,377.18842,-0.94702756,45.123074,10.760916,25.777258
North Elizabeth,British Indian Ocean Territory (Chagos Archipelago),6.0148478,386.01318,-0.46519017,70.88219,60.25366,14.122439
West Keith,Lebanon,14.541244,515.526,0.2141848,27.097898,65.78118,0.15932874
Pittmanburgh,Niue,20.556614,287.83548,-0.18527776,76.88733,35.469944,43.7824
Lake Debbie,Faroe Islands,18.81307,429.3534,2.2818267,81.75158,32.20914,27.661266
Perryland,Cook Islands,7.30861,431.54944,-0.31163156,73.19249,30.434944,24.538046
Port Nicholas,Tajikistan,10.783239,425.29462,0.100937195,38.983475,99.42187,3.4285033
Lake Charlesland,Bosnia and Herzegovina,23.872383,405.6674,0.69388187,65.071144,90.896805,36.817856
North Angela,Algeria,11.3373575,367.7736,0.000312015,1.2508816,88.15079,17.786882
Brownberg,Reunion,11.939838,396.44232,-1.3784074,11.275728,34.2308,45.285027
Port Stephenton,Kazakhstan,15.149026,382.74643,-1.5158832,42.416977,3.8089488,3.531481
Lake Vanessafort,Cook Islands,12.303928,415.0965,1.6978137,98.60123,95.85511,16.31366
New Melissa,Ethiopia,13.07241,390.16092,1.8270863,93.6149,9.338413,1.4779788
Larryborough,Bahamas,19.747478,462.8099,-0.5935408,38.570454,5.631043,45.52819
West Edwardmouth,Cayman Islands,9.279634,399.87662,-1.8129573,46.44078,2.5305724,14.415845
Port Joshuaburgh,Anguilla,13.730906,358.62775,1.5132734,7.3626633,30.202074,16.311455
West Stephanie,Vietnam,11.826563,386.32516,0.7596731,69.19476,48.10972,34.17134
East Jasmine,Finland,17.718327,414.14542,-0.7004959,79.66861,72.09417,46.900875
Greenebury,Central African Republic,20.380238,343.42963,-0.52177376,12.26838,18.942453,12.337583
West Edward,Heard Island and McDonald Islands,16.838587,431.85443,-0.79233104,20.015224,58.523163,30.152811
South Vanessa,Antigua and Barbuda,22.577457,388.40454,-1.026678,18.874624,27.108107,11.035073
South Wendy,Equatorial Guinea,11.656685,425.90198,0.7366565,72.80512,63.305958,11.01224
Port Jeffreyland,Montenegro,10.216302,335.92676,0.49095324,91.36906,59.169125,17.63075
South Ronald,French Polynesia,16.541111,391.98987,-0.5771119,63.14067,23.583117,42.117558
South Alyssa,Portugal,15.453998,329.85413,1.8339826,51.186527,42.032997,11.560027
Port Aliciaside,Yemen,23.752544,378.44513,-0.11405049,92.478775,91.085526,35.457756
Moraleshaven,Philippines,12.7520895,381.8197,0.9744259,75.17245,64.28035,0.92206585
North Jacob,Guadeloupe,15.583157,434.3797,-1.4421424,29.413094,83.5589,18.939829
Ronniefort,Djibouti,10.01742,358.91257,-0.2589835,29.910772,2.5371695,3.4754953
West Deniseborough,Mali,13.3758545,303.53595,-1.4475662,49.49636,87.685135,46.515087
Christopherbury,Trinidad and Tobago,9.102139,422.1147,-1.4097039,25.771267,2.0803583,14.759151
South Anita,Antarctica (the territory South of 60 deg S),4.642315,282.73114,-1.7517074,78.05642,97.600525,49.55323
Campbellstad,Equatorial Guinea,14.384827,326.7357,1.2252955,88.034195,92.493614,35.099087
South Jeffrey,Zambia,26.17076,398.72046,-0.5665214,55.76045,97.5162,29.3958
East Allen,Belgium,15.916344,442.4444,0.06423342,12.05693,6.1118426,6.659542
Heatherfurt,Afghanistan,15.91542,346.57193,-1.2239013,62.335655,34.32383,9.008388
Shelbytown,Armenia,20.227783,386.62616,-2.50355,48.62054,89.661545,46.111153
Morganside,Turkmenistan,12.809242,409.71255,0.5017456,95.85179,47.591972,1.9655341
Port Annetteside,Netherlands Antilles,14.669056,360.97018,-2.6891131,67.24723,86.41256,40.365314
Lake Anthonyberg,Bulgaria,17.492872,410.32104,-1.1300334,61.428673,89.03,14.143626
Jennifermouth,Kuwait,13.611579,477.64407,2.1178236,31.320051,16.056908,46.733807
Morrisstad,Seychelles,16.284376,323.92557,0.4555984,68.06133,44.435528,23.263493
Lake Joseph,Kenya,9.576662,435.99274,-0.7067331,55.16177,51.66406,9.697035
Middletontown,New Caledonia,13.945937,405.6335,-0.974666,63.859287,30.89893,32.92497
